

Run Date,Action,Symbol,Description,Type,Exchange Quantity,Exchange Currency,Quantity,Currency,Price,Exchange Rate,Commission,Fees,Accrued Interest,Amount,Cash Balance,Settlement Date
08/05/2025,"DEBIT CARD PURCHASE (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-43.46,Processing,
08/05/2025,"DEBIT CARD PURCHASE (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.8,Processing,
08/05/2025,"DEBIT CARD PURCHASE (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-19.63,Processing,
08/05/2025,"DEBIT CARD PURCHASE (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-36.94,Processing,
08/05/2025,"DEBIT CARD PURCHASE (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-63.6,Processing,
08/05/2025,"DEBIT CARD PURCHASE (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-36.94,Processing,
08/05/2025,"DEBIT CARD PURCHASE OUTSTAND AUTH 08/03 PAYPAL *PYPL Payin4 521503125482868 as of Aug-03-2025 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-11.95,Processing,
08/05/2025,"DEBIT CARD PURCHASE OUTSTAND AUTH 08/04 PAYPAL *PYPL Payin4 521603004101986 as of Aug-04-2025 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-30.74,Processing,
08/05/2025,"DEBIT CARD PURCHASE UBER *ONE MEMBERSHIP UBER.COM/BILL CA08042524036296RLTTS5 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-9.99,Processing,
08/05/2025,"DEBIT CARD PURCHASE OPENAI *CHATGPT SUBSCR OPENAI.COM CA08032524492166P2X51G (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-20,Processing,
08/05/2025,"DEBIT CARD PURCHASE PAYPAL *PYPL PAYIN4 888-221-1161 CA08032524027626R1YNR9 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-86.66,Processing,
08/05/2025,"DEBIT CARD PURCHASE PAYPAL *PYPL PAYIN4 888-221-1161 CA08032524027626R1YNNZ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-34.18,Processing,
08/04/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA07312524431056M5BS5N (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.8,6363.60,
08/04/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA07302524431056L5BAXD (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.8,6366.40,
08/04/2025,"DEBIT CARD PURCHASE CPI*CANTEEN VENDING SU 800-628-8363 MD08012524692166M2X5QJ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.85,6369.20,
08/04/2025,"DEBIT CARD PURCHASE Amazon web services aws.amazon.co WA08012524692166M2X62Z (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-4.97,6372.05,
08/04/2025,"DEBIT CARD PURCHASE METRO 057-L`ENFANT PLZ WASHINGTON DC08012524445006N5SDLY (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-5,6377.02,
