

Run Date,Action,Symbol,Description,Type,Exchange Quantity,Exchange Currency,Quantity,Currency,Price,Exchange Rate,Commission,Fees,Accrued Interest,Amount,Cash Balance,Settlement Date
12/29/2023,"DEBIT CARD PURCHASE AMZN Mktp US*SU0TZ5013 Amzn.com/bill WA1227232469216B935R8A (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-18.01,4217.92,
12/28/2023,"DEBIT CARD PURCHASE POSM6K6 7-ELEVEN MANASSAS VA1226232425131B9F6JVR (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-15.29,5105.91,
12/26/2023,"DEBIT CARD PURCHASE Amazon.com*0V4C025N3 Amzn.com/bill WA1221232469216B431T00 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-5.99,5143.71,
12/26/2023,"DEBIT CARD PURCHASE Amazon.com*9S4014UL3 Amzn.com/bill WA1222232469216B4328GK (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-29.19,5192.16,
12/26/2023,"DEBIT CARD PURCHASE AMZN Mktp US*KT1CH0ZK3 Amzn.com/bill WA1221232469216B3313QG (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-66.52,5221.35,
12/26/2023,"DEBIT CARD PURCHASE PAYPAL *PYPL PAYIN4 888-221-1161 CA1223232411641B51Z76W (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-172.24,5410.13,
12/20/2023,"DEBIT CARD PURCHASE POS150 MANASSAS PARK MANASSAS PAR VA1219232425131B1F6JVM (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-20,2010.60,
12/20/2023,"DEBIT CARD PURCHASE WWW.TIME4LEARNING.COM 954-7710914 FL1218232490641B05GJXZ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-24.95,2030.60,
12/19/2023,"DEBIT CARD PURCHASE YORKSHIRE RESTAURANT MANASSAS VA1217232427539AZS66L7 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-42,2055.55,
12/18/2023,"DEBIT CARD PURCHASE GREENLIGHT 404-953-5925 GA1215232449215AXLRND3 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-10,2187.55,
12/18/2023,"DEBIT CARD PURCHASE HOSTING MATTERS 904-289-9999 FL1215232444500AX5SQS2 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-11,2197.55,
12/18/2023,"DEBIT CARD PURCHASE Amazon.com*HC0RP8K93 Amzn.com/bill WA1215232469216AY2ZBDT (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-18.72,2208.55,
12/18/2023,"DEBIT CARD PURCHASE GREENLIGHT 404-953-5925 GA1216232449215AYMLTNS (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-20,2227.27,
12/18/2023,"DEBIT CARD PURCHASE PAYPAL *Roetto Michael Visa Direct CA1217232424818AZ000X2 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-23,2247.27,
12/18/2023,"DEBIT CARD PURCHASE POS9887 7-ELEVEN 37230 MANASSAS VA1214232425131AXF6JVL (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-41.8,2270.27,
12/18/2023,"DEBIT CARD PURCHASE PIZZA HUT 037448 https://ipcha VA1215232494300AY2M3EJ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-66.29,2312.07,
12/15/2023,"DEBIT CARD PURCHASE Amazon.com*PF9DQ5HJ3 Amzn.com/bill WA1213232469216AV2XJH8 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-15.9,2378.36,
12/15/2023,"DEBIT CARD PURCHASE PAYPAL *Roetto Michael Visa Direct CA1213232424818AV006AF (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-70,2394.26,
12/14/2023,"DEBIT CARD PURCHASE Netflix 1 8445052993 CA1212232400284AS00FHX (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-15.49,3797.42,
12/14/2023,"DEBIT CARD PURCHASE Amazon.com*ED7GY0Y03 Amzn.com/bill WA1212232469216AS35FAN (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-22.35,3812.91,
12/13/2023,"DEBIT CARD PURCHASE PLEXINCPASS MONTHLY PLEX.TV CA1211232449215ATLTXR4 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-4.99,3835.69,
12/13/2023,"DEBIT CARD PURCHASE GREENLIGHT 404-953-5925 GA1211232449215ATMMYB7 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-4.99,3840.68,
12/13/2023,"DEBIT CARD PURCHASE POSM6KE 7-ELEVEN MANASSAS VA1211232425131ASF6JVK (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-9.5,3845.67,
12/13/2023,"DEBIT CARD PURCHASE PAYPAL *PYPL PAYIN4 888-221-1161 CA1211232411641AT1YR57 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-30.88,3855.17,
12/13/2023,"DEBIT CARD PURCHASE AMZN Mktp US*6R9NN3CG3 Amzn.com/bill WA1212232469216AS35Q48 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-100.85,3991.05,
12/11/2023,"DEBIT CARD PURCHASE PAYPAL *Roetto Michael Visa Direct CA1208232424818AN0063M (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-12.95,4091.91,
12/11/2023,"DEBIT CARD PURCHASE PAYPAL *Roetto Michael Visa Direct CA1208232424818AN005Z7 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-15,4104.86,
12/11/2023,"DEBIT CARD PURCHASE GREENLIGHT 404-953-5925 GA1209232449215APLRP75 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-20,4119.86,
12/11/2023,"DEBIT CARD PURCHASE PAYPAL *Roetto Michael Visa Direct CA1209232424818AP005ZW (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-25,4164.86,
12/11/2023,"DEBIT CARD PURCHASE PAYPAL *Roetto Michael Visa Direct CA1208232424818AN005Z8 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-46.18,4189.86,
12/11/2023,"DEBIT CARD PURCHASE PIZZA HUT 037448 https://ipcha VA1208232494300AP2M3HD (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-60.23,4236.04,
12/11/2023,"DEBIT CARD PURCHASE POS7300 WM SUPERCENTER MANASSAS VA1207232425131ANF6JVJ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-65.04,4296.27,
12/11/2023,"DEBIT CARD PURCHASE PAYPAL *PYPL PAYIN4 888-221-1161 CA1208232411641AN1YKXG (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-172.25,4361.31,
